title,communities,metric,paper_date,communities_name
Large-Scale Evolution of Image Classifiers@@@Evolution ensemble,4,not available,2017-03-03,{'Google'}
"Lets keep it simple, Using simple architectures to outperform deeper and more complex architectures@@@SimpleNetv1",27,not available,2016-08-22,set()
Identity Mappings in Deep Residual Networks@@@ResNet-1001,57,not available,2016-03-16,{'Microsoft'}
SRM : A Style-based Recalibration Module for Convolutional Neural Networks@@@SRM-ResNet-56,75,not available,2019-03-26,set()
MixMatch: A Holistic Approach to Semi-Supervised Learning@@@MixMatch,2,not available,2019-05-06,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
Sparse Networks from Scratch: Faster Training without Losing Performance@@@WRN-22-8 (Sparse Momentum),94,not available,2019-07-10,{'University of Washington'}
Encoding the latent posterior of Bayesian Neural Networks for uncertainty quantification@@@LP-BNN (ours) + cutout,95,not available,2020-12-04,{'University of Notre Dame'}
Deep Networks with Stochastic Depth@@@Stochastic Depth,28,not available,2016-03-30,"{'Tsinghua University', 'Cornell University', 'Facebook'}"
Large-Scale Evolution of Image Classifiers@@@Evolution,4,not available,2017-03-03,{'Google'}
Efficient Architecture Search by Network Transformation@@@RL+NT,5,not available,2017-07-16,"{'East China Normal University', 'Shanghai Jiao Tong University', 'Massachusetts Institute of Technology'}"
Deep Residual Networks with Exponential Linear Unit@@@ResNet+ELU,37,not available,2016-04-14,{'Beijing University of Posts and Telecommunications'}
Deep Complex Networks@@@Deep Complex,38,not available,2017-05-27,{'Stanford University'}
Stochastic Optimization of Plain Convolutional Neural Networks with Simple methods@@@Stochastic Optimization of Plain Convolutional Neural Networks with Simple methods,103,not available,2020-01-24,{'Pace University'}
All you need is a good init@@@Fitnet4-LSUV,96,not available,2015-11-19,{'Czech Technical University in Prague'}
Mish: A Self Regularized Non-Monotonic Activation Function@@@ResNet 9 + Mish,104,not available,2019-08-23,set()
Adaptively Connected Neural Networks@@@Standard ACNet,76,not available,2019-04-07,"{'Sun Yat-sen University', 'University of California, Los Angeles'}"
"Generalizing Pooling Functions in Convolutional Neural Networks: Mixed, Gated, and Tree@@@Tree+Max-Avg pooling",11,not available,2015-09-30,"{'University of California, San Diego', 'Microsoft'}"
On the Relationship between Self-Attention and Convolutional Layers@@@SA quadratic embedding,77,not available,2019-11-08,{'École Polytechnique Fédérale de Lausanne'}
Spatially-sparse convolutional neural networks@@@SSCNN,102,not available,2014-09-22,{'University of Warwick'}
Scalable Bayesian Optimization Using Deep Neural Networks@@@Tuned CNN,14,not available,2015-02-19,"{'Université de Sherbrooke', 'Lawrence Berkeley National Laboratory', 'Massachusetts Institute of Technology', 'Intel', 'Harvard University', 'University of Toronto'}"
Fast and Accurate Deep Network Learning by Exponential Linear Units (ELUs)@@@Exponential Linear Units,3,not available,2015-11-23,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
Batch-normalized Maxout Network in Network@@@BNM NiN,91,not available,2015-11-09,set()
Universum Prescription: Regularization using Unlabeled Data@@@Universum Prescription,29,not available,2015-11-11,{'New York University'}
Competitive Multi-scale Convolution@@@CMsC,97,not available,2015-11-18,{'University of Adelaide'}
@@@RCNN-96,,,,set()
Learning Activation Functions to Improve Deep Neural Networks@@@NiN+APL,58,not available,2014-12-21,"{'Adobe Systems', 'University of California, Irvine', 'University of Michigan'}"
@@@cifar.torch,,,,set()
Training Very Deep Networks@@@VDN,15,not available,2015-07-22,{'Dalle Molle Institute for Artificial Intelligence Research'}
Stacked What-Where Auto-encoders@@@SWWAE,29,not available,2015-06-08,{'New York University'}
Mish: A Self Regularized Non-Monotonic Activation Function@@@ResNet v2-20 (Mish activation),104,not available,2019-08-23,set()
@@@MLR DNN,,,,set()
Deeply-Supervised Nets@@@DSN,11,not available,2014-09-18,"{'University of California, San Diego', 'Microsoft'}"
BinaryConnect: Training Deep Neural Networks with binary weights during propagations@@@BinaryConnect,1,not available,2015-11-02,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Sharif University of Technology', 'Stanford University'}"
Loss-Sensitive Generative Adversarial Networks on Lipschitz Densities@@@CLS-GAN,13,not available,2017-01-23,"{'Huawei', 'Tongji University', 'Shanghai Jiao Tong University'}"
On the Importance of Normalisation Layers in Deep Learning with Piecewise Linear Activation Units@@@MIM,97,not available,2015-08-03,{'University of Adelaide'}
SpinalNet: Deep Neural Network with Gradual Input@@@VGG-19(Spinal FC),22,not available,2020-07-07,set()
Spectral Representations for Convolutional Neural Networks@@@Spectral Representations for Convolutional Neural Networks,14,not available,2015-06-11,"{'Université de Sherbrooke', 'Lawrence Berkeley National Laboratory', 'Massachusetts Institute of Technology', 'Intel', 'Harvard University', 'University of Toronto'}"
RMDL: Random Multimodel Deep Learning for Classification@@@RMDL (30 RDLs),39,not available,2018-05-03,{'University of Virginia'}
Network In Network@@@Network in Network,23,not available,2013-12-16,"{'Microsoft', 'University of Washington'}"
@@@ELC,,,,set()
Deep Networks with Internal Selective Attention through Feedback Connections@@@Deep Networks with Internal Selective Attention through Feedback Connections,15,not available,2014-07-11,{'Dalle Molle Institute for Artificial Intelligence Research'}
@@@DropConnect,,,,set()
Maxout Networks@@@Maxout Network (k=2),2+1,not available,2013-02-18,"{'Lawrence Livermore National Laboratory', 'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'Aalto University', 'Sharif University of Technology', 'University of Toronto', 'Stanford University'}"
Improving Deep Neural Networks with Probabilistic Maxout Units@@@DNN+Probabilistic Maxout,3,not available,2013-12-20,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
Practical Bayesian Optimization of Machine Learning Algorithms@@@GP EI,14,not available,2012-06-13,"{'Université de Sherbrooke', 'Lawrence Berkeley National Laboratory', 'Massachusetts Institute of Technology', 'Intel', 'Harvard University', 'University of Toronto'}"
APAC: Augmented PAttern Classification with Neural Networks@@@APAC,78,not available,2015-05-13,set()
Dynamic Routing Between Capsules@@@ensemble of 7 models,2,not available,2017-10-26,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
Deep Convolutional Neural Networks as Generic Feature Extractors@@@DCNN+GFE,59,not available,2017-10-06,set()
ImageNet Classification with Deep Convolutional Neural Networks@@@DCNN,2,not available,2012-12-01,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
Multi-column Deep Neural Networks for Image Classification@@@MCDNN,15,not available,2012-02-13,{'Dalle Molle Institute for Artificial Intelligence Research'}
Empirical Evaluation of Rectified Activations in Convolutional Network@@@RReLU,60,not available,2015-05-05,set()
ReNet: A Recurrent Neural Network Based Alternative to Convolutional Networks@@@ReNet,1,not available,2015-05-03,"{'École Polytechnique de Montréal', 'Microsoft', 'Jewish General Hospital', 'Google', 'Carnegie Mellon University', 'Facebook', 'Massachusetts Institute of Technology', 'Université de Montréal', 'Aalto University', 'Sharif University of Technology', 'Stanford University'}"
An Analysis of Unsupervised Pre-training in Light of Recent Advances@@@An Analysis of Unsupervised Pre-training in Light of Recent Advances,40,not available,2014-12-20,{'University of Illinois at Urbana–Champaign'}
Stochastic Pooling for Regularization of Deep Convolutional Neural Networks@@@Stochastic Pooling,98,not available,2013-01-16,{'New York University'}
Improving neural networks by preventing co-adaptation of feature detectors@@@Improving neural networks by preventing co-adaptation of feature detectors,2,not available,2012-07-03,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
@@@Discriminative Learning of Sum-Product Networks,,,,set()
Unsupervised Learning using Pretrained CNN and Associative Memory Bank@@@UL-Hopfield (ULH),99,not available,2018-05-02,{'Louisiana State University'}
@@@Nonnegativity Constraints ,,,,set()
Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks@@@DCGAN,2,not available,2015-11-19,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
@@@Local Transformations,,,,set()
Convolutional Kernel Networks@@@CKN,30,not available,2014-06-12,"{'Cornell University', 'Google', 'Carnegie Mellon University', 'Baidu', 'Princeton University'}"
Discriminative Unsupervised Feature Learning with Convolutional Neural Networks@@@Discriminative Unsupervised Feature Learning with Convolutional Neural Networks,3,not available,2014-12-01,"{'Google', 'Massachusetts Institute of Technology', 'Johannes Kepler University of Linz', 'University of California, Los Angeles', 'University of Freiburg'}"
Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks@@@1 Layer K-means,2,not available,2015-11-19,"{'Lawrence Livermore National Laboratory', 'Carnegie Mellon University', 'Google', 'Canadian Institute for Advanced Research', 'University of California, Berkeley', 'Facebook', 'Université de Montréal', 'OpenAI', 'University of Bremen', 'University of Toronto'}"
@@@Hierarchical Kernel Descriptors,,,,set()
@@@Smooth Pooling Regions,,,,set()
Learning with Recursive Perceptual Representations@@@Learning with Recursive Perceptual Representations,6,not available,2012-12-01,"{'Ghent University', 'Microsoft', 'Google', 'University of California, Berkeley'}"
@@@An Analysis of Single-Layer Networks in Unsupervised Feature Learning ,,,,set()
PCANet: A Simple Deep Learning Baseline for Image Classification?@@@PCANet,16,not available,2014-04-14,"{'ShanghaiTech University', 'Tsinghua University', 'Agency for Science, Technology and Research', 'MediaTek', 'University of Macau'}"
Enhanced Image Classification With a Fast-Learning Shallow Convolutional Neural Network@@@FLSCNN,31,not available,2015-03-16,"{'University of California, San Diego', 'University of Sydney', 'University of South Australia'}"
Augmented Neural ODEs@@@ANODE,79,not available,2019-04-02,{'University of Oxford'}
How Important is Weight Symmetry in Backpropagation?@@@Sign-symmetry,80,not available,2015-10-17,{'Massachusetts Institute of Technology'}
Feature Space Singularity for Out-of-Distribution Detection@@@ResNet 34 + FSSD,61,not available,2020-11-30,{'China University of Geosciences'}
Outlier Exposure with Confidence Control for Out-of-Distribution Detection@@@WRN 40-2 + OECC,62,not available,2019-06-08,{'University of Southern California'}
Deep Anomaly Detection with Outlier Exposure@@@WRN 40-2 + OE,41,not available,2018-12-11,"{'Oregon State University', 'University of California, Berkeley', 'University of Illinois at Urbana–Champaign'}"
Deep Anomaly Detection with Outlier Exposure@@@WRN 40-2 (MSP Baseline),41,not available,2018-12-11,"{'Oregon State University', 'University of California, Berkeley', 'University of Illinois at Urbana–Champaign'}"
Using Self-Supervised Learning Can Improve Model Robustness and Uncertainty@@@WRN 40-2 + Rotation Prediction,41,not available,2019-06-28,"{'Oregon State University', 'University of California, Berkeley', 'University of Illinois at Urbana–Champaign'}"
Network Pruning via Transformable Architecture Search@@@TAS-pruned ResNet-110,70,not available,2019-05-23,"{'University of Technology, Sydney'}"
Quantisation and Pruning for Neural Network Compression and Regularisation@@@MobileNet – Quantised,81,not available,2020-01-14,{'University of the Witwatersrand'}
Quantisation and Pruning for Neural Network Compression and Regularisation@@@AlexNet – Quantised,81,not available,2020-01-14,{'University of the Witwatersrand'}
Quantisation and Pruning for Neural Network Compression and Regularisation@@@ShuffleNet – Quantised,81,not available,2020-01-14,{'University of the Witwatersrand'}
Deep Triplet Quantization@@@DTQ,42,not available,2019-02-01,"{'Tsinghua University', 'Microsoft'}"
Masked Autoregressive Flow for Density Estimation@@@MAF,82,not available,2017-05-19,set()
