"title","authors","affiliations","paper_date","metric","year"
"Phase Conductor on Multi-layered Attentions for Machine Comprehension@@@Conductor-net (single)","Maria Chikina","",2017-10-28,"81.933",2017
"Exploring Question Understanding and Adaptation in Neural-Network-Based Question Answering@@@jNet (ensemble)","Junbei Zhang","",2017-03-14,"81.517",2017
"Exploring Question Understanding and Adaptation in Neural-Network-Based Question Answering@@@jNet (ensemble)","Xiaodan Zhu","",2017-03-14,"81.517",2017
"Exploring Question Understanding and Adaptation in Neural-Network-Based Question Answering@@@jNet (ensemble)","Qian Chen","",2017-03-14,"81.517",2017
"Exploring Question Understanding and Adaptation in Neural-Network-Based Question Answering@@@jNet (ensemble)","Li-Rong Dai","",2017-03-14,"81.517",2017
"Exploring Question Understanding and Adaptation in Neural-Network-Based Question Answering@@@jNet (ensemble)","Si Wei","",2017-03-14,"81.517",2017
"Exploring Question Understanding and Adaptation in Neural-Network-Based Question Answering@@@jNet (ensemble)","Hui Jiang","",2017-03-14,"81.517",2017
"@@@T-gating (ensemble)","","",NA,"81.001",NA
"@@@two-attention-self-attention (single model)","","",NA,"81.011",NA
"@@@Conductor-net (single)","","",NA,"81.415",NA
"@@@AVIQA (single model)","","",NA,"80.550",NA
"Simple and Effective Multi-Paragraph Reading Comprehension@@@BiDAF + Self Attention (single model)","Christopher Clark","University of Washington",2017-10-29,"81.048",2017
"Simple and Effective Multi-Paragraph Reading Comprehension@@@BiDAF + Self Attention (single model)","Matt Gardner","Carnegie Mellon University",2017-10-29,"81.048",2017
"@@@S^3-Net (single model)","","",NA,"81.023",NA
"@@@QFASE","","",NA,"79.989",NA
"@@@attention+self-attention (single model)","","",NA,"80.462",NA
"Dynamic Coattention Networks For Question Answering@@@Dynamic Coattention Networks (ensemble)","Caiming Xiong","Salesforce.com",2016-11-05,"80.383",2016
"Dynamic Coattention Networks For Question Answering@@@Dynamic Coattention Networks (ensemble)","Victor Zhong","Salesforce.com",2016-11-05,"80.383",2016
"Dynamic Coattention Networks For Question Answering@@@Dynamic Coattention Networks (ensemble)","Richard Socher","Salesforce.com",2016-11-05,"80.383",2016
"Smarnet: Teaching Machines to Read and Comprehend Like Human@@@smarnet (single model)","Zheqian Chen","",2017-10-08,"80.160",2017
"Smarnet: Teaching Machines to Read and Comprehend Like Human@@@smarnet (single model)","Rongqin Yang","",2017-10-08,"80.160",2017
"Smarnet: Teaching Machines to Read and Comprehend Like Human@@@smarnet (single model)","Bin Cao","",2017-10-08,"80.160",2017
"Smarnet: Teaching Machines to Read and Comprehend Like Human@@@smarnet (single model)","Zhou Zhao","",2017-10-08,"80.160",2017
"Smarnet: Teaching Machines to Read and Comprehend Like Human@@@smarnet (single model)","Deng Cai","",2017-10-08,"80.160",2017
"Smarnet: Teaching Machines to Read and Comprehend Like Human@@@smarnet (single model)","Xiaofei He","",2017-10-08,"80.160",2017
"Simple Recurrent Units for Highly Parallelizable Recurrence@@@SRU","Tao Lei","Massachusetts Institute of Technology",2017-09-08,"80.2",2017
"Simple Recurrent Units for Highly Parallelizable Recurrence@@@SRU","Yu Zhang","Massachusetts Institute of Technology",2017-09-08,"80.2",2017
"Simple Recurrent Units for Highly Parallelizable Recurrence@@@SRU","Sida I. Wang","Stanford University",2017-09-08,"80.2",2017
"Simple Recurrent Units for Highly Parallelizable Recurrence@@@SRU","Hui Dai","",2017-09-08,"80.2",2017
"Simple Recurrent Units for Highly Parallelizable Recurrence@@@SRU","Yoav Artzi","Cornell University",2017-09-08,"80.2",2017
"@@@AttReader (single)","","",NA,"79.725",NA
"Learned in Translation: Contextualized Word Vectors@@@DCN + Char + CoVe","Bryan McCann","Salesforce.com",2017-08-01,"79.9",2017
"Learned in Translation: Contextualized Word Vectors@@@DCN + Char + CoVe","James Bradbury","Salesforce.com",2017-08-01,"79.9",2017
"Learned in Translation: Contextualized Word Vectors@@@DCN + Char + CoVe","Caiming Xiong","Salesforce.com",2017-08-01,"79.9",2017
"Learned in Translation: Contextualized Word Vectors@@@DCN + Char + CoVe","Richard Socher","Salesforce.com",2017-08-01,"79.9",2017
"@@@M-NET (single)","","",NA,"79.835",NA
"Reinforced Mnemonic Reader for Machine Reading Comprehension@@@Mnemonic Reader (single model)","Minghao Hu","National University of Defense Technology",2017-05-08,"80.146",2017
"Reinforced Mnemonic Reader for Machine Reading Comprehension@@@Mnemonic Reader (single model)","Peng Yuxing","National University of Defense Technology",2017-05-08,"80.146",2017
"Reinforced Mnemonic Reader for Machine Reading Comprehension@@@Mnemonic Reader (single model)","Yuxing Peng","National University of Defense Technology",2017-05-08,"80.146",2017
"Reinforced Mnemonic Reader for Machine Reading Comprehension@@@Mnemonic Reader (single model)","Zhen Huang","National University of Defense Technology",2017-05-08,"80.146",2017
"Reinforced Mnemonic Reader for Machine Reading Comprehension@@@Mnemonic Reader (single model)","Xipeng Qiu","Fudan University",2017-05-08,"80.146",2017
"Reinforced Mnemonic Reader for Machine Reading Comprehension@@@Mnemonic Reader (single model)","Furu Wei","Microsoft",2017-05-08,"80.146",2017
"Reinforced Mnemonic Reader for Machine Reading Comprehension@@@Mnemonic Reader (single model)","Ming Zhou","Microsoft",2017-05-08,"80.146",2017
"@@@MAMCN (single model)","","",NA,"79.939",NA
"Making Neural QA as Simple as Possible but not Simpler@@@FastQAExt","Dirk Weissenborn","German Research Centre for Artificial Intelligence",2017-03-14,"78.857",2017
"Making Neural QA as Simple as Possible but not Simpler@@@FastQAExt","Georg Wiese","",2017-03-14,"78.857",2017
"Making Neural QA as Simple as Possible but not Simpler@@@FastQAExt","Laura Seiffe","",2017-03-14,"78.857",2017
"Learning Recurrent Span Representations for Extractive Question Answering@@@RaSoR (single model)","Kenton Lee","University of Washington",2016-11-04,"78.741",2016
"Learning Recurrent Span Representations for Extractive Question Answering@@@RaSoR (single model)","Tom Kwiatkowksi","Google",2016-11-04,"78.741",2016
"Learning Recurrent Span Representations for Extractive Question Answering@@@RaSoR (single model)","Shimi Salant","",2016-11-04,"78.741",2016
"Learning Recurrent Span Representations for Extractive Question Answering@@@RaSoR (single model)","Ankur P. Parikh","Google",2016-11-04,"78.741",2016
"Learning Recurrent Span Representations for Extractive Question Answering@@@RaSoR (single model)","Tom Kwiatkowski","",2016-11-04,"78.741",2016
"Learning Recurrent Span Representations for Extractive Question Answering@@@RaSoR (single model)","Dipanjan Das","Google",2016-11-04,"78.741",2016
"Learning Recurrent Span Representations for Extractive Question Answering@@@RaSoR (single model)","Jonathan Berant","",2016-11-04,"78.741",2016
"Reading Wikipedia to Answer Open-Domain Questions@@@Document Reader (single model)","Danqi Chen","Stanford University",2017-03-31,"79.353",2017
"Reading Wikipedia to Answer Open-Domain Questions@@@Document Reader (single model)","Adam Fisch","Facebook",2017-03-31,"79.353",2017
"Reading Wikipedia to Answer Open-Domain Questions@@@Document Reader (single model)","Jason Weston","Facebook",2017-03-31,"79.353",2017
"Reading Wikipedia to Answer Open-Domain Questions@@@Document Reader (single model)","Antoine Bordes","Facebook",2017-03-31,"79.353",2017
"Ruminating Reader: Reasoning with Gated Multi-Hop Attention@@@Ruminating Reader (single model)","Yichen Gong","",2017-04-24,"79.456",2017
"Ruminating Reader: Reasoning with Gated Multi-Hop Attention@@@Ruminating Reader (single model)","Samuel R. Bowman","Google",2017-04-24,"79.456",2017
"Exploring Question Understanding and Adaptation in Neural-Network-Based Question Answering@@@jNet (single model)","Junbei Zhang","",2017-03-14,"79.821",2017
"Exploring Question Understanding and Adaptation in Neural-Network-Based Question Answering@@@jNet (single model)","Xiaodan Zhu","",2017-03-14,"79.821",2017
"Exploring Question Understanding and Adaptation in Neural-Network-Based Question Answering@@@jNet (single model)","Qian Chen","",2017-03-14,"79.821",2017
"Exploring Question Understanding and Adaptation in Neural-Network-Based Question Answering@@@jNet (single model)","Li-Rong Dai","",2017-03-14,"79.821",2017
"Exploring Question Understanding and Adaptation in Neural-Network-Based Question Answering@@@jNet (single model)","Si Wei","",2017-03-14,"79.821",2017
"Exploring Question Understanding and Adaptation in Neural-Network-Based Question Answering@@@jNet (single model)","Hui Jiang","",2017-03-14,"79.821",2017
"ReasoNet: Learning to Stop Reading in Machine Comprehension@@@ReasoNet (single model)","Yelong Shen","Microsoft",2016-09-17,"79.364",2016
"ReasoNet: Learning to Stop Reading in Machine Comprehension@@@ReasoNet (single model)","Po-Sen Huang","Microsoft",2016-09-17,"79.364",2016
"ReasoNet: Learning to Stop Reading in Machine Comprehension@@@ReasoNet (single model)","Jianfeng Gao","Microsoft",2016-09-17,"79.364",2016
"ReasoNet: Learning to Stop Reading in Machine Comprehension@@@ReasoNet (single model)","Weizhu Chen","Microsoft",2016-09-17,"79.364",2016
"Multi-Perspective Context Matching for Machine Comprehension@@@Multi-Perspective Matching (single model)","Zhiguo Wang","",2016-12-13,"78.784",2016
"Multi-Perspective Context Matching for Machine Comprehension@@@Multi-Perspective Matching (single model)","Haitao Mi","",2016-12-13,"78.784",2016
"Multi-Perspective Context Matching for Machine Comprehension@@@Multi-Perspective Matching (single model)","Wael Hamza","",2016-12-13,"78.784",2016
"Multi-Perspective Context Matching for Machine Comprehension@@@Multi-Perspective Matching (single model)","Radu Florian","",2016-12-13,"78.784",2016
"@@@SimpleBaseline (single model)","","",NA,"78.236",NA
"@@@SSR-BiDAF","","",NA,"78.358",NA
"Structural Embedding of Syntactic Trees for Machine Comprehension@@@SEDT+BiDAF (single model)","Rui Liu","Beihang University",2017-03-02,"77.971",2017
"Structural Embedding of Syntactic Trees for Machine Comprehension@@@SEDT+BiDAF (single model)","Junjie Hu","Carnegie Mellon University",2017-03-02,"77.971",2017
"Structural Embedding of Syntactic Trees for Machine Comprehension@@@SEDT+BiDAF (single model)","Wei Wei","Carnegie Mellon University",2017-03-02,"77.971",2017
"Structural Embedding of Syntactic Trees for Machine Comprehension@@@SEDT+BiDAF (single model)","Zi Yang","Carnegie Mellon University",2017-03-02,"77.971",2017
"Structural Embedding of Syntactic Trees for Machine Comprehension@@@SEDT+BiDAF (single model)","Eric Nyberg","Carnegie Mellon University",2017-03-02,"77.971",2017
"Making Neural QA as Simple as Possible but not Simpler@@@FastQA","Dirk Weissenborn","German Research Centre for Artificial Intelligence",2017-03-14,"77.070",2017
"Making Neural QA as Simple as Possible but not Simpler@@@FastQA","Georg Wiese","",2017-03-14,"77.070",2017
"Making Neural QA as Simple as Possible but not Simpler@@@FastQA","Laura Seiffe","",2017-03-14,"77.070",2017
"@@@PQMN (single model)","","",NA,"77.783",NA
"Structural Embedding of Syntactic Trees for Machine Comprehension@@@SEDT (single model)","Rui Liu","Beihang University",2017-03-02,"77.527",2017
"Structural Embedding of Syntactic Trees for Machine Comprehension@@@SEDT (single model)","Junjie Hu","Carnegie Mellon University",2017-03-02,"77.527",2017
"Structural Embedding of Syntactic Trees for Machine Comprehension@@@SEDT (single model)","Wei Wei","Carnegie Mellon University",2017-03-02,"77.527",2017
"Structural Embedding of Syntactic Trees for Machine Comprehension@@@SEDT (single model)","Zi Yang","Carnegie Mellon University",2017-03-02,"77.527",2017
"Structural Embedding of Syntactic Trees for Machine Comprehension@@@SEDT (single model)","Eric Nyberg","Carnegie Mellon University",2017-03-02,"77.527",2017
"@@@T-gating (single model)","","",NA,"77.569",NA
"Bidirectional Attention Flow for Machine Comprehension@@@BiDAF (single model)","Minjoon Seo","University of Washington",2016-11-05,"77.323",2016
"Bidirectional Attention Flow for Machine Comprehension@@@BiDAF (single model)","Aniruddha Kembhavi","Allen Institute for Artificial Intelligence",2016-11-05,"77.323",2016
"Bidirectional Attention Flow for Machine Comprehension@@@BiDAF (single model)","Ali Farhadi","Allen Institute for Artificial Intelligence",2016-11-05,"77.323",2016
"Bidirectional Attention Flow for Machine Comprehension@@@BiDAF (single model)","Hannaneh Hajishirzi","University of Washington",2016-11-05,"77.323",2016
"Machine Comprehension Using Match-LSTM and Answer Pointer@@@Match-LSTM with Ans-Ptr (Boundary) (ensemble)","Shuohang Wang","Singapore Management University",2016-08-29,"77.022",2016
"Machine Comprehension Using Match-LSTM and Answer Pointer@@@Match-LSTM with Ans-Ptr (Boundary) (ensemble)","Jing Jiang","Singapore Management University",2016-08-29,"77.022",2016
"A Fully Attention-Based Information Retriever@@@FABIR","Alvaro H. C. Correia","",2018-10-22,"77.605",2018
"A Fully Attention-Based Information Retriever@@@FABIR","H. C. Alvaro Correia","University of São Paulo",2018-10-22,"77.605",2018
"A Fully Attention-Based Information Retriever@@@FABIR","L. M. Jorge Silva","University of São Paulo",2018-10-22,"77.605",2018
"A Fully Attention-Based Information Retriever@@@FABIR","C. Thiago de Martins","University of São Paulo",2018-10-22,"77.605",2018
"A Fully Attention-Based Information Retriever@@@FABIR","G. Fabio Cozman","University of São Paulo",2018-10-22,"77.605",2018
"A Fully Attention-Based Information Retriever@@@FABIR","Fabio Gagliardi Cozman","University of São Paulo",2018-10-22,"77.605",2018
"@@@AllenNLP BiDAF (single model)","","",NA,"77.151",NA
"@@@BIDAF-COMPOUND-DSS (single model)","","",NA,"76.429",NA
"@@@Iterative Co-attention Network","","",NA,"76.786",NA
"@@@newtest","","",NA,"75.787",NA
"@@@BIDAF-INDEPENDENT-DSS (single model)","","",NA,"76.349",NA
"Dynamic Coattention Networks For Question Answering@@@Dynamic Coattention Networks (single model)","Caiming Xiong","Salesforce.com",2016-11-05,"75.896",2016
"Dynamic Coattention Networks For Question Answering@@@Dynamic Coattention Networks (single model)","Victor Zhong","Salesforce.com",2016-11-05,"75.896",2016
"Dynamic Coattention Networks For Question Answering@@@Dynamic Coattention Networks (single model)","Richard Socher","Salesforce.com",2016-11-05,"75.896",2016
"@@@BIDAF-COMPOUND (single model)","","",NA,"74.555",NA
"@@@BIDAF-INDEPENDENT (single model)","","",NA,"74.594",NA
"Machine Comprehension Using Match-LSTM and Answer Pointer@@@Match-LSTM with Bi-Ans-Ptr (Boundary)","Shuohang Wang","Singapore Management University",2016-08-29,"73.743",2016
"Machine Comprehension Using Match-LSTM and Answer Pointer@@@Match-LSTM with Bi-Ans-Ptr (Boundary)","Jing Jiang","Singapore Management University",2016-08-29,"73.743",2016
"@@@Unnamed submission by ravioncodalab","","",NA,"73.921",NA
"Learning to Compute Word Embeddings On the Fly@@@OTF dict+spelling (single)","Dzmitry Bahdanau","",2017-06-01,"73.056",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF dict+spelling (single)","Tom Bosc","",2017-06-01,"73.056",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF dict+spelling (single)","Stanislaw Jastrzebski","",2017-06-01,"73.056",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF dict+spelling (single)","Edward Grefenstette","Google",2017-06-01,"73.056",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF dict+spelling (single)","Pascal Vincent","Université de Montréal",2017-06-01,"73.056",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF dict+spelling (single)","Yoshua Bengio","",2017-06-01,"73.056",2017
"@@@Attentive CNN context with LSTM","","",NA,"73.463",NA
"Learning to Compute Word Embeddings On the Fly@@@OTF spelling (single)","Dzmitry Bahdanau","",2017-06-01,"72.016",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF spelling (single)","Tom Bosc","",2017-06-01,"72.016",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF spelling (single)","Stanislaw Jastrzebski","",2017-06-01,"72.016",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF spelling (single)","Edward Grefenstette","Google",2017-06-01,"72.016",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF spelling (single)","Pascal Vincent","Université de Montréal",2017-06-01,"72.016",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF spelling (single)","Yoshua Bengio","",2017-06-01,"72.016",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF spelling+lemma (single)","Dzmitry Bahdanau","",2017-06-01,"71.968",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF spelling+lemma (single)","Tom Bosc","",2017-06-01,"71.968",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF spelling+lemma (single)","Stanislaw Jastrzebski","",2017-06-01,"71.968",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF spelling+lemma (single)","Edward Grefenstette","Google",2017-06-01,"71.968",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF spelling+lemma (single)","Pascal Vincent","Université de Montréal",2017-06-01,"71.968",2017
"Learning to Compute Word Embeddings On the Fly@@@OTF spelling+lemma (single)","Yoshua Bengio","",2017-06-01,"71.968",2017
"End-to-End Answer Chunk Extraction and Ranking for Reading Comprehension@@@Dynamic Chunk Reader","Yang Yu","IBM",2016-10-31,"70.956",2016
"End-to-End Answer Chunk Extraction and Ranking for Reading Comprehension@@@Dynamic Chunk Reader","Wei Zhang","IBM",2016-10-31,"70.956",2016
"End-to-End Answer Chunk Extraction and Ranking for Reading Comprehension@@@Dynamic Chunk Reader","Bowen Zhou","IBM",2016-10-31,"70.956",2016
"End-to-End Answer Chunk Extraction and Ranking for Reading Comprehension@@@Dynamic Chunk Reader","Kazi Saidul Hasan","IBM",2016-10-31,"70.956",2016
"End-to-End Answer Chunk Extraction and Ranking for Reading Comprehension@@@Dynamic Chunk Reader","Mo Yu","IBM",2016-10-31,"70.956",2016
"End-to-End Answer Chunk Extraction and Ranking for Reading Comprehension@@@Dynamic Chunk Reader","Bing Xiang","IBM",2016-10-31,"70.956",2016
"Words or Characters? Fine-grained Gating for Reading Comprehension@@@Fine-Grained Gating","Zhilin Yang","Carnegie Mellon University",2016-11-06,"73.327",2016
"Words or Characters? Fine-grained Gating for Reading Comprehension@@@Fine-Grained Gating","Bhuwan Dhingra","Carnegie Mellon University",2016-11-06,"73.327",2016
"Words or Characters? Fine-grained Gating for Reading Comprehension@@@Fine-Grained Gating","Ye Yuan","",2016-11-06,"73.327",2016
"Words or Characters? Fine-grained Gating for Reading Comprehension@@@Fine-Grained Gating","Junjie Hu","Carnegie Mellon University",2016-11-06,"73.327",2016
"Words or Characters? Fine-grained Gating for Reading Comprehension@@@Fine-Grained Gating","William W. Cohen","Carnegie Mellon University",2016-11-06,"73.327",2016
"Words or Characters? Fine-grained Gating for Reading Comprehension@@@Fine-Grained Gating","Ruslan Salakhutdinov","Carnegie Mellon University",2016-11-06,"73.327",2016
"@@@RQA+IDR (single model)","","",NA,"71.389",NA
"Machine Comprehension Using Match-LSTM and Answer Pointer@@@Match-LSTM with Ans-Ptr (Boundary)","Shuohang Wang","Singapore Management University",2016-08-29,"70.695",2016
"Machine Comprehension Using Match-LSTM and Answer Pointer@@@Match-LSTM with Ans-Ptr (Boundary)","Jing Jiang","Singapore Management University",2016-08-29,"70.695",2016
"@@@Unnamed submission by Will_Wu","","",NA,"69.436",NA
"@@@RQA (single model)","","",NA,"65.467",NA
"Machine Comprehension Using Match-LSTM and Answer Pointer@@@Match-LSTM with Ans-Ptr (Sentence)","Shuohang Wang","Singapore Management University",2016-08-29,"67.748",2016
"Machine Comprehension Using Match-LSTM and Answer Pointer@@@Match-LSTM with Ans-Ptr (Sentence)","Jing Jiang","Singapore Management University",2016-08-29,"67.748",2016
"@@@UQA (single model)","","",NA,"64.036",NA
"@@@Unnamed submission by jinhyuklee","","",NA,"62.780",NA
"@@@Unnamed submission by minjoon","","",NA,"62.757",NA
"Adaptation of Deep Bidirectional Multilingual Transformers for Russian Language@@@RuBERT","Yuri Kuratov","Moscow Institute of Physics and Technology",2019-05-17,"84.6",2019
"Adaptation of Deep Bidirectional Multilingual Transformers for Russian Language@@@RuBERT","Mikhail Arkhipov","",2019-05-17,"84.6",2019
"Pay Attention when Required@@@PAR BERT Base","Swetha Mandava","Nvidia",2020-09-09,"not available",2020
"Pay Attention when Required@@@PAR BERT Base","Szymon Migacz","Nvidia",2020-09-09,"not available",2020
"Pay Attention when Required@@@PAR BERT Base","Alex Fit Florea","Nvidia",2020-09-09,"not available",2020
"ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation@@@ERNIE-GENLARGE (large-scale text corpora)","Dongling Xiao","Baidu",2020-01-26,"not available",2020
"ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation@@@ERNIE-GENLARGE (large-scale text corpora)","Han Zhang","Baidu",2020-01-26,"not available",2020
"ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation@@@ERNIE-GENLARGE (large-scale text corpora)","Li Yukun","Baidu",2020-01-26,"not available",2020
"ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation@@@ERNIE-GENLARGE (large-scale text corpora)","Yu Sun","Baidu",2020-01-26,"not available",2020
"ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation@@@ERNIE-GENLARGE (large-scale text corpora)","Hao Tian","Baidu",2020-01-26,"not available",2020
"ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation@@@ERNIE-GENLARGE (large-scale text corpora)","Hua Wu","Baidu",2020-01-26,"not available",2020
"ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation@@@ERNIE-GENLARGE (large-scale text corpora)","Haifeng Wang","Baidu",2020-01-26,"not available",2020
"ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation@@@ERNIE-GENLARGE (beam size=5)","Dongling Xiao","Baidu",2020-01-26,"not available",2020
"ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation@@@ERNIE-GENLARGE (beam size=5)","Han Zhang","Baidu",2020-01-26,"not available",2020
"ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation@@@ERNIE-GENLARGE (beam size=5)","Li Yukun","Baidu",2020-01-26,"not available",2020
"ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation@@@ERNIE-GENLARGE (beam size=5)","Yu Sun","Baidu",2020-01-26,"not available",2020
"ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation@@@ERNIE-GENLARGE (beam size=5)","Hao Tian","Baidu",2020-01-26,"not available",2020
"ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation@@@ERNIE-GENLARGE (beam size=5)","Hua Wu","Baidu",2020-01-26,"not available",2020
"ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation@@@ERNIE-GENLARGE (beam size=5)","Haifeng Wang","Baidu",2020-01-26,"not available",2020
"UniLMv2: Pseudo-Masked Language Models for Unified Language Model Pre-Training@@@UniLMv2","Hangbo Bao","",2020-02-28,"not available",2020
"UniLMv2: Pseudo-Masked Language Models for Unified Language Model Pre-Training@@@UniLMv2","Li Dong","",2020-02-28,"not available",2020
"UniLMv2: Pseudo-Masked Language Models for Unified Language Model Pre-Training@@@UniLMv2","Furu Wei","",2020-02-28,"not available",2020
"UniLMv2: Pseudo-Masked Language Models for Unified Language Model Pre-Training@@@UniLMv2","Wenhui Wang","",2020-02-28,"not available",2020
"UniLMv2: Pseudo-Masked Language Models for Unified Language Model Pre-Training@@@UniLMv2","Nan Yang","",2020-02-28,"not available",2020
"UniLMv2: Pseudo-Masked Language Models for Unified Language Model Pre-Training@@@UniLMv2","Xiaodong Liu","",2020-02-28,"not available",2020
"UniLMv2: Pseudo-Masked Language Models for Unified Language Model Pre-Training@@@UniLMv2","Yu Wang","",2020-02-28,"not available",2020
"UniLMv2: Pseudo-Masked Language Models for Unified Language Model Pre-Training@@@UniLMv2","Songhao Piao","",2020-02-28,"not available",2020
"UniLMv2: Pseudo-Masked Language Models for Unified Language Model Pre-Training@@@UniLMv2","Jianfeng Gao","",2020-02-28,"not available",2020
"UniLMv2: Pseudo-Masked Language Models for Unified Language Model Pre-Training@@@UniLMv2","Ming Zhou","",2020-02-28,"not available",2020
"UniLMv2: Pseudo-Masked Language Models for Unified Language Model Pre-Training@@@UniLMv2","Hsiao-Wuen Hon","",2020-02-28,"not available",2020
"ProphetNet: Predicting Future N-gram for Sequence-to-Sequence Pre-training@@@ProphetNet","Yu Yan","",2020-01-13,"not available",2020
"ProphetNet: Predicting Future N-gram for Sequence-to-Sequence Pre-training@@@ProphetNet","Weizhen Qi","",2020-01-13,"not available",2020
"ProphetNet: Predicting Future N-gram for Sequence-to-Sequence Pre-training@@@ProphetNet","Yeyun Gong","",2020-01-13,"not available",2020
"ProphetNet: Predicting Future N-gram for Sequence-to-Sequence Pre-training@@@ProphetNet","Dayiheng Liu","",2020-01-13,"not available",2020
"ProphetNet: Predicting Future N-gram for Sequence-to-Sequence Pre-training@@@ProphetNet","Nan Duan","",2020-01-13,"not available",2020
"ProphetNet: Predicting Future N-gram for Sequence-to-Sequence Pre-training@@@ProphetNet","Jiusheng Chen","",2020-01-13,"not available",2020
"ProphetNet: Predicting Future N-gram for Sequence-to-Sequence Pre-training@@@ProphetNet","Ruofei Zhang","",2020-01-13,"not available",2020
"ProphetNet: Predicting Future N-gram for Sequence-to-Sequence Pre-training@@@ProphetNet","Ming Zhou","",2020-01-13,"not available",2020
"Unified Language Model Pre-training for Natural Language Understanding and Generation@@@UniLM","Li Dong","Microsoft",2019-05-08,"not available",2019
"Unified Language Model Pre-training for Natural Language Understanding and Generation@@@UniLM","Nan Yang","Microsoft",2019-05-08,"not available",2019
"Unified Language Model Pre-training for Natural Language Understanding and Generation@@@UniLM","Wenhui Wang","Microsoft",2019-05-08,"not available",2019
"Unified Language Model Pre-training for Natural Language Understanding and Generation@@@UniLM","Furu Wei","Microsoft",2019-05-08,"not available",2019
"Unified Language Model Pre-training for Natural Language Understanding and Generation@@@UniLM","Xiaodong Liu","Microsoft",2019-05-08,"not available",2019
"Unified Language Model Pre-training for Natural Language Understanding and Generation@@@UniLM","Yu Wang","Microsoft",2019-05-08,"not available",2019
"Unified Language Model Pre-training for Natural Language Understanding and Generation@@@UniLM","Jianfeng Gao","Microsoft",2019-05-08,"not available",2019
"Unified Language Model Pre-training for Natural Language Understanding and Generation@@@UniLM","Ming Zhou","Microsoft",2019-05-08,"not available",2019
"Unified Language Model Pre-training for Natural Language Understanding and Generation@@@UniLM","Hsiao-Wuen Hon","Microsoft",2019-05-08,"not available",2019
"Mixture Content Selection for Diverse Sequence Generation@@@Selector & NQG++","Jaemin Cho","",2019-09-04,"not available",2019
"Mixture Content Selection for Diverse Sequence Generation@@@Selector & NQG++","Minjoon Seo","Korea University",2019-09-04,"not available",2019
"Mixture Content Selection for Diverse Sequence Generation@@@Selector & NQG++","Hannaneh Hajishirzi","University of Washington",2019-09-04,"not available",2019
"Leveraging Context Information for Natural Question Generation@@@MPQG","Linfeng Song","University of Rochester",2018-06-01,"not available",2018
"Leveraging Context Information for Natural Question Generation@@@MPQG","Zhiguo Wang","IBM",2018-06-01,"not available",2018
"Leveraging Context Information for Natural Question Generation@@@MPQG","Wael Hamza","Amazon.com",2018-06-01,"not available",2018
"Leveraging Context Information for Natural Question Generation@@@MPQG","Yue Zhang","Singapore University of Technology and Design",2018-06-01,"not available",2018
"Leveraging Context Information for Natural Question Generation@@@MPQG","Daniel Gildea","University of Rochester",2018-06-01,"not available",2018
"Evaluating Rewards for Question Generation Models@@@RNN +attn +copy","Tom Hosking","University College London",2019-02-28,"not available",2019
"Evaluating Rewards for Question Generation Models@@@RNN +attn +copy","Sebastian Riedel","Facebook",2019-02-28,"not available",2019
"Neural Question Generation from Text: A Preliminary Study@@@NQG++","Qingyu Zhou","Harbin Institute of Technology",2017-04-06,"not available",2017
"Neural Question Generation from Text: A Preliminary Study@@@NQG++","Nan Yang","Microsoft",2017-04-06,"not available",2017
